loc,title,bedroom,bathroom,parking_space,predicted_price
Kogi,Semi-detached duplex,5,1,4,1430464
Ekiti,Flat,1,3,4,1116832
Cross River,Mansion,4,1,4,3603992
Cross River,Flat,4,1,4,1930904
Plateau,Apartment,5,2,2,1516739
Rivers,Terrace duplex,5,4,1,2744394
Benue,Cottage,4,1,1,1203868
Bauchi,Bungalow,5,2,2,1404018
Yobe,Penthouse,4,3,5,2043978
Abia,Townhouse,5,1,1,1341474
Edo,Penthouse,1,5,5,1986547
Katsina,Townhouse,7,4,3,2487129
Kogi,Penthouse,5,1,2,1911868
Adamawa,Semi-detached duplex,3,1,4,1357066
Niger,Flat,5,2,4,1599874
Benue,Terrace duplex,2,2,2,1211198
Akwa Ibom,Bungalow,8,7,1,3468353
Borno,Flat,8,4,4,2166572
Gombe,Cottage,1,2,2,859622
Kebbi,Penthouse,3,5,6,1941713
Ogun,Detached duplex,2,2,4,2100581
Edo,Bungalow,6,1,5,2130625
Abia,Semi-detached duplex,8,3,6,2648506
Bauchi,Semi-detached duplex,1,1,2,784905
Nasarawa,Mansion,4,1,2,3511002
Enugu,Semi-detached duplex,9,5,6,3515810
Bayelsa,Mansion,7,2,2,5343161
Kebbi,Flat,8,2,3,2081603
Bauchi,Terrace duplex,2,3,5,1283279
Bauchi,Terrace duplex,3,2,4,1319427
Zamfara,Detached duplex,6,3,6,2371883
Yobe,Bungalow,6,3,6,1863937
Edo,Penthouse,3,3,1,2342244
Delta,Bungalow,3,1,4,1852131
Katsina,Terrace duplex,8,6,4,2690268
Katsina,Cottage,5,2,1,1489579
Plateau,Detached duplex,3,7,3,2328851
Anambra,Terrace duplex,4,1,1,1753062
Edo,Flat,1,4,6,1476235
Delta,Bungalow,1,1,1,1253852
Borno,Bungalow,5,5,3,1465222
Enugu,Cottage,2,2,3,1347362
Bayelsa,Cottage,1,1,1,1618473
Bayelsa,Cottage,2,1,2,1810440
Abia,Townhouse,3,3,3,1319673
Borno,Bungalow,5,5,1,1543918
Bayelsa,Penthouse,5,2,3,3901542
Delta,Mansion,8,2,5,5681002
Taraba,Penthouse,8,3,1,2768162
Zamfara,Semi-detached duplex,1,4,3,1060383
Kaduna,Detached duplex,2,3,6,1324453
Rivers,Mansion,5,4,2,5611033
Ekiti,Penthouse,1,1,3,1702456
Bauchi,Penthouse,4,2,1,1822336
Yobe,Semi-detached duplex,2,7,2,1343951
Oyo,Detached duplex,1,1,4,1586238
Adamawa,Bungalow,3,1,1,1230444
Benue,Penthouse,3,1,4,1808294
Ebonyi,Semi-detached duplex,3,2,3,1107897
Benue,Flat,4,7,6,1836703
Delta,Apartment,8,5,4,2663680
Bauchi,Apartment,8,4,2,2089852
Yobe,Mansion,1,1,1,1992381
Gombe,Flat,8,7,3,2456769
Lagos,Semi-detached duplex,8,6,2,4636700
Taraba,Detached duplex,7,7,4,2800287
Delta,Semi-detached duplex,1,7,5,1932752
Zamfara,Penthouse,5,6,5,2433491
Ogun,Flat,4,3,5,1946362
Ogun,Bungalow,4,2,4,1876432
Kogi,Bungalow,9,2,3,2368668
Bauchi,Penthouse,1,1,3,1317395
Gombe,Flat,9,5,3,2556558
Osun,Penthouse,7,5,5,3309004
Borno,Mansion,2,5,6,2051084
Akwa Ibom,Terrace duplex,3,4,1,1905682
Gombe,Terrace duplex,9,6,3,2731974
Edo,Bungalow,9,7,1,2931692
Katsina,Flat,4,7,1,2020041
Ebonyi,Townhouse,4,6,5,1601979
Kebbi,Apartment,4,5,6,1550078
Kwara,Mansion,3,2,1,2446997
Kaduna,Bungalow,4,2,4,1390167
Delta,Townhouse,2,2,3,1873135
Gombe,Detached duplex,5,5,5,2223556
Ondo,Terrace duplex,6,6,5,2740990
Abia,Terrace duplex,9,3,5,2524164
Anambra,Bungalow,3,2,4,1560760
Osun,Terrace duplex,9,7,1,3347178
Sokoto,Apartment,9,4,3,2230058
Taraba,Flat,9,3,3,2526533
Plateau,Semi-detached duplex,6,3,6,2181162
Ogun,Penthouse,1,4,4,2343724
Kogi,Bungalow,3,5,6,1532816
Yobe,Detached duplex,2,1,4,1842820
Niger,Mansion,1,2,4,2276922
Ekiti,Mansion,4,3,6,3814494
Ogun,Semi-detached duplex,4,2,1,1903478
Nasarawa,Cottage,4,1,1,1449828
Yobe,Townhouse,2,1,3,1111687
Sokoto,Flat,1,5,1,704978
Gombe,Terrace duplex,2,2,2,1041990
Nasarawa,Detached duplex,4,1,3,2204144
Osun,Semi-detached duplex,6,2,6,2467284
Bayelsa,Apartment,7,5,4,3436552
Plateau,Bungalow,5,5,4,1844228
Delta,Flat,2,7,5,2394177
Zamfara,Mansion,4,1,3,2442166
Adamawa,Apartment,8,4,3,2376874
Benue,Detached duplex,3,3,5,1764861
Anambra,Mansion,7,4,3,4230244
Rivers,Terrace duplex,4,2,4,2514590
Enugu,Flat,3,2,3,1474306
Ondo,Penthouse,4,2,4,2630411
Ebonyi,Townhouse,2,1,2,1210146
Enugu,Townhouse,2,7,4,1907756
Edo,Terrace duplex,9,3,4,3495699
Kano,Semi-detached duplex,3,2,6,1662223
Oyo,Detached duplex,3,2,6,2110731
Akwa Ibom,Apartment,7,1,6,2474911
Edo,Semi-detached duplex,1,2,4,1459223
Bauchi,Penthouse,5,2,2,2069425
Rivers,Semi-detached duplex,9,2,2,3616267
Oyo,Flat,2,5,2,1325460
Jigawa,Penthouse,4,6,6,2097218
Lagos,Semi-detached duplex,6,2,4,3821795
Ekiti,Detached duplex,3,2,3,1834444
Bayelsa,Cottage,4,2,3,2088388
Imo,Apartment,2,2,4,1174133
Bauchi,Detached duplex,3,2,4,1675685
Imo,Terrace duplex,5,2,2,1906599
Rivers,Mansion,8,7,4,6149230
Kogi,Terrace duplex,1,2,4,977349
Oyo,Mansion,6,5,3,4417004
Bauchi,Bungalow,2,2,1,980101
Plateau,Semi-detached duplex,9,7,2,3156753
Abia,Penthouse,2,2,2,1873157
Edo,Bungalow,2,1,2,1370006
Benue,Townhouse,7,7,6,3216974
Benue,Mansion,1,2,1,2527785
Ebonyi,Mansion,3,5,2,2179391
Imo,Semi-detached duplex,6,5,3,2480127
Ekiti,Penthouse,3,7,6,2204716
Cross River,Apartment,2,1,6,1320137
Akwa Ibom,Bungalow,4,6,6,2855458
Bauchi,Detached duplex,8,7,1,2949637
Nasarawa,Terrace duplex,6,2,6,2481476
Katsina,Apartment,8,6,4,2217669
Kwara,Townhouse,8,7,6,2639182
Zamfara,Terrace duplex,8,1,1,2172603
Oyo,Semi-detached duplex,6,5,1,2498147
Kano,Mansion,6,4,4,3550452
Enugu,Terrace duplex,8,4,3,3084769
Kaduna,Flat,4,1,2,1466093
Lagos,Semi-detached duplex,5,2,6,2691218
Benue,Flat,2,2,2,1139025
Kaduna,Bungalow,5,1,6,1764545
Oyo,Detached duplex,2,1,1,1600805
Gombe,Semi-detached duplex,3,5,6,1759806
Ondo,Penthouse,1,1,4,1872223
Gombe,Detached duplex,4,2,4,1740443
Taraba,Mansion,4,6,2,2927945
Bauchi,Semi-detached duplex,7,6,6,1902374
Rivers,Cottage,4,2,2,1962864
Katsina,Detached duplex,5,7,1,2480443
Oyo,Bungalow,2,2,3,1393991
Kaduna,Semi-detached duplex,2,6,3,1424696
Anambra,Flat,4,2,1,1636054
Kogi,Penthouse,7,7,2,3047971
Bayelsa,Apartment,3,1,4,1734695
Adamawa,Terrace duplex,4,1,2,1549065
Ondo,Apartment,5,2,1,1534753
Adamawa,Detached duplex,3,2,2,1744004
Adamawa,Townhouse,4,4,6,2182972
Kaduna,Detached duplex,9,2,2,2939515
Imo,Penthouse,4,2,4,2279795
Cross River,Flat,4,1,2,1907028
Kogi,Townhouse,1,6,3,1258861
Plateau,Apartment,1,1,4,1042534
Imo,Detached duplex,2,1,4,1599483
Kebbi,Apartment,1,7,6,1287594
Jigawa,Flat,5,2,3,1321780
Kebbi,Townhouse,5,3,6,1940652
Yobe,Detached duplex,1,1,3,1274746
Abia,Bungalow,3,2,3,1249059
Osun,Semi-detached duplex,2,1,1,1212172
Taraba,Apartment,3,1,1,1361239
Ogun,Flat,8,7,5,3217375
Nasarawa,Mansion,7,2,5,4438195
Rivers,Penthouse,4,7,3,3824199
Ogun,Detached duplex,2,1,4,2088273
Kebbi,Semi-detached duplex,4,1,4,879432
Kano,Flat,2,1,2,1186222
Sokoto,Semi-detached duplex,5,6,3,1837605
Imo,Mansion,9,6,2,3840750
Delta,Bungalow,5,2,1,2690554
Kebbi,Bungalow,3,1,1,783599
Adamawa,Townhouse,1,1,1,1161778
Kwara,Detached duplex,4,3,6,1806872
Nasarawa,Apartment,5,3,1,1824747
Niger,Bungalow,3,5,1,1276038
Kwara,Detached duplex,1,2,1,1439512
Zamfara,Detached duplex,2,2,2,1586907
Niger,Mansion,2,6,6,2747206
Kaduna,Semi-detached duplex,1,2,2,1029615
Osun,Townhouse,4,2,5,2210213
Lagos,Penthouse,5,6,1,4508693
Borno,Penthouse,5,7,2,2260243
Cross River,Detached duplex,2,3,3,1954973
Yobe,Detached duplex,3,1,6,1752141
Niger,Semi-detached duplex,3,1,5,1617589
Bauchi,Apartment,2,2,2,925546
Adamawa,Townhouse,9,2,5,3017057
Ebonyi,Townhouse,5,5,2,1999483
Borno,Semi-detached duplex,9,2,4,2577173
Nasarawa,Terrace duplex,4,1,6,2094692
Osun,Terrace duplex,7,5,6,2694825
Yobe,Townhouse,5,1,4,1704584
Taraba,Terrace duplex,6,6,2,1979167
Imo,Bungalow,9,3,1,3026884
Kebbi,Apartment,1,5,1,665505
Abia,Semi-detached duplex,2,4,3,1271260
Osun,Penthouse,6,4,3,3309657
Sokoto,Penthouse,1,1,3,1167090
Kogi,Apartment,4,4,3,1688157
Oyo,Mansion,1,3,2,2456357
Taraba,Detached duplex,2,7,5,1837887
Osun,Mansion,6,2,5,3462549
Katsina,Townhouse,4,2,3,1573957
Kebbi,Semi-detached duplex,1,7,1,1229786
Nasarawa,Townhouse,3,6,2,1863290
Ondo,Detached duplex,2,1,6,1880457
Osun,Semi-detached duplex,2,1,3,1331285
Lagos,Penthouse,1,2,2,4163757
Edo,Semi-detached duplex,3,3,6,1876540
Lagos,Townhouse,3,3,1,3152474
Benue,Bungalow,3,2,1,1257643
Borno,Mansion,4,1,3,2527032
Plateau,Detached duplex,5,4,1,2070053
Delta,Apartment,5,6,2,2394373
Oyo,Cottage,5,2,3,1839198
Edo,Apartment,3,2,1,1244521
Ekiti,Detached duplex,6,3,6,2688637
Bayelsa,Mansion,8,1,2,5861028
Taraba,Apartment,4,7,2,1750981
Nasarawa,Mansion,8,5,1,5059913
Sokoto,Mansion,5,6,2,2529215
Cross River,Terrace duplex,7,6,2,2622595
Ebonyi,Flat,1,6,6,1052002
Kano,Penthouse,7,6,2,3233818
Niger,Mansion,6,4,5,3570978
Taraba,Cottage,5,1,2,1408841
Ebonyi,Mansion,1,1,4,2088644
Katsina,Flat,9,1,2,2484105
Ebonyi,Semi-detached duplex,1,1,2,836524
Jigawa,Semi-detached duplex,6,5,6,2241095
Plateau,Mansion,1,2,2,2421003
Abia,Flat,3,3,5,1303803
Borno,Apartment,5,1,3,1211994
Kano,Penthouse,4,1,2,2209919
Oyo,Penthouse,3,5,5,2468676
Sokoto,Detached duplex,4,4,2,1747912
Kebbi,Mansion,2,1,3,1616149
Oyo,Penthouse,4,1,2,2392808
Delta,Detached duplex,5,2,3,2607599
Plateau,Terrace duplex,5,1,2,1885678
Edo,Apartment,9,3,3,2668308
Benue,Flat,3,2,2,1224455
Edo,Townhouse,2,2,3,1610184
Abia,Mansion,5,1,3,2956747
Zamfara,Apartment,6,5,4,1622022
Taraba,Detached duplex,7,3,4,2517536
Yobe,Bungalow,3,2,2,1113852
Yobe,Penthouse,4,3,5,2043978
Enugu,Detached duplex,3,1,4,1961099
Cross River,Apartment,8,3,3,2576614
Bayelsa,Semi-detached duplex,4,4,3,2997931
Ondo,Detached duplex,1,3,3,1700020
Nasarawa,Terrace duplex,9,4,1,2852455
Lagos,Penthouse,3,2,3,4831471
Zamfara,Bungalow,4,3,3,1342042
Adamawa,Apartment,8,2,6,2204469
Kogi,Penthouse,7,7,3,3183391
Oyo,Terrace duplex,5,1,1,1954082
Enugu,Flat,5,4,3,2007673
Kwara,Penthouse,2,4,3,1869243
Ogun,Detached duplex,2,1,5,1986779
Bauchi,Townhouse,3,4,1,1597012
Katsina,Flat,2,4,5,1407488
Abia,Townhouse,2,2,4,1212823
Kebbi,Penthouse,7,1,1,2248807
Ondo,Flat,4,7,1,1697481
Kwara,Terrace duplex,4,2,4,1455000
Benue,Bungalow,6,3,3,1913103
Osun,Townhouse,9,7,2,3477509
Edo,Semi-detached duplex,7,3,5,2931312
Ogun,Apartment,2,2,4,1585581
Imo,Mansion,3,7,1,3053234
Yobe,Detached duplex,5,2,1,1783015
Imo,Flat,2,1,3,1287297
Abia,Flat,1,2,3,770448
Ogun,Terrace duplex,5,7,1,2291078
Lagos,Terrace duplex,7,1,1,3578768
Osun,Semi-detached duplex,7,4,4,2722757
Akwa Ibom,Flat,1,4,1,1361239
Nasarawa,Townhouse,9,1,3,2906011
Delta,Bungalow,1,1,4,1290587
Taraba,Mansion,7,2,4,3358176
Edo,Bungalow,7,6,6,2904264
Akwa Ibom,Terrace duplex,2,2,3,1891979
Edo,Penthouse,3,2,1,2266098
Jigawa,Mansion,3,2,1,2577073
Delta,Detached duplex,2,2,4,2094005
Adamawa,Penthouse,5,2,4,2340326
Bauchi,Flat,2,1,4,1184249
Osun,Terrace duplex,2,7,3,1592415
Kwara,Apartment,3,2,4,1137577
Kogi,Semi-detached duplex,2,6,1,1226436
Bauchi,Townhouse,4,2,2,1577857
Delta,Bungalow,4,5,4,2376492
Adamawa,Cottage,1,2,2,805682
Borno,Apartment,9,2,1,2240897
Ebonyi,Townhouse,9,5,4,2881048
Osun,Mansion,1,4,1,1968152
Sokoto,Townhouse,1,6,6,1314361
Ondo,Bungalow,9,6,1,2939284
Adamawa,Apartment,5,2,3,1682307
Bayelsa,Terrace duplex,2,6,6,2391135
Adamawa,Detached duplex,3,1,1,1655380
Lagos,Mansion,8,6,6,8535667
Borno,Detached duplex,3,1,3,1657858
Ekiti,Bungalow,6,5,5,2061550
Delta,Mansion,2,2,1,2919144
Kogi,Terrace duplex,9,2,3,2648295
Katsina,Detached duplex,4,1,3,1820542
Yobe,Terrace duplex,2,1,1,1062006
Bauchi,Penthouse,3,3,6,2051590
Adamawa,Apartment,6,3,4,1880062
Katsina,Semi-detached duplex,1,1,3,1111860
Bauchi,Cottage,2,1,1,968658
Nasarawa,Mansion,1,1,2,2602791
Jigawa,Detached duplex,8,3,1,2562381
Yobe,Bungalow,3,4,5,1160208
Sokoto,Detached duplex,4,1,3,1526865
Edo,Terrace duplex,5,2,4,1929959
Kaduna,Detached duplex,8,3,6,2841397
Benue,Flat,4,2,3,1364341
Yobe,Semi-detached duplex,5,3,6,1855858
Kogi,Bungalow,4,2,3,1333949
Edo,Semi-detached duplex,8,2,1,2899758
Kwara,Flat,5,1,1,1154683
Sokoto,Detached duplex,4,2,4,1559193
Adamawa,Mansion,2,2,3,1958731
Ekiti,Semi-detached duplex,7,2,1,2436144
Sokoto,Detached duplex,3,1,4,1644013
Adamawa,Semi-detached duplex,1,7,6,1194283
Niger,Flat,6,4,4,1937476
Cross River,Flat,3,2,3,1697195
Ondo,Bungalow,3,1,1,1408118
Taraba,Flat,1,7,5,1437144
Gombe,Semi-detached duplex,2,6,3,1438556
Plateau,Cottage,1,1,2,896385
Kaduna,Detached duplex,5,1,4,2003768
Adamawa,Bungalow,3,3,4,1312607
Ebonyi,Flat,4,1,1,1147516
Taraba,Detached duplex,5,1,1,1740632
Ondo,Townhouse,9,5,2,3306131
Kwara,Townhouse,3,1,2,1573240
Enugu,Flat,5,1,1,1802753
Taraba,Penthouse,1,5,2,1365015
Zamfara,Mansion,4,4,3,2358332
Jigawa,Apartment,5,2,1,1667324
Delta,Terrace duplex,6,2,5,2899390
Ogun,Flat,7,4,6,2789327
Taraba,Mansion,7,1,2,3482795
Imo,Apartment,6,2,6,2186362
Imo,Detached duplex,9,3,6,3588283
Enugu,Bungalow,6,2,4,2100966
Bauchi,Townhouse,3,5,4,1543064
Borno,Cottage,5,1,1,1213754
Taraba,Townhouse,6,4,1,2241153
Akwa Ibom,Bungalow,3,2,1,1973560
Adamawa,Terrace duplex,3,7,3,2016628
Delta,Cottage,2,1,1,1496277
Imo,Semi-detached duplex,9,2,3,2870171
Zamfara,Flat,5,1,3,1380805
Oyo,Flat,9,6,6,3213947
Kebbi,Detached duplex,8,6,5,2686738
Benue,Apartment,2,2,4,1045542
Ebonyi,Penthouse,6,7,6,2413475
Oyo,Townhouse,3,5,6,1817877
Akwa Ibom,Townhouse,6,1,5,3213958
Kebbi,Townhouse,5,5,4,2068541
Benue,Terrace duplex,5,2,3,1655920
Sokoto,Bungalow,2,5,6,995282
Kogi,Semi-detached duplex,1,1,2,939073
Ekiti,Penthouse,5,2,3,2575292
Kaduna,Terrace duplex,1,4,5,1024859
Benue,Detached duplex,2,3,5,1490345
Delta,Semi-detached duplex,1,1,3,1463122
Jigawa,Bungalow,5,1,2,1344249
Ondo,Penthouse,1,2,1,2378794
Ekiti,Penthouse,2,4,4,2082404
Bayelsa,Mansion,9,7,4,6293532
Oyo,Detached duplex,8,4,5,3428418
Lagos,Mansion,4,1,3,9539021
Sokoto,Bungalow,2,1,4,1023895
Sokoto,Terrace duplex,3,7,2,1775762
Taraba,Flat,1,5,6,1334355
Rivers,Apartment,1,2,4,1626494
Kwara,Cottage,4,1,4,1577623
Bayelsa,Bungalow,1,4,3,1817278
Benue,Apartment,3,2,3,1319405
Benue,Detached duplex,2,7,4,1848380
Katsina,Apartment,4,2,1,1425172
Delta,Cottage,4,1,3,1853915
Sokoto,Bungalow,4,2,1,1238301
Kwara,Bungalow,2,3,2,1087108
Jigawa,Terrace duplex,5,4,2,1691007
Adamawa,Terrace duplex,9,6,1,2910231
Katsina,Townhouse,1,2,4,1123392
Gombe,Townhouse,3,6,3,1697123
Yobe,Mansion,9,1,1,2901055
Imo,Apartment,6,6,4,2064061
Kebbi,Mansion,8,3,2,3793892
Edo,Detached duplex,2,1,4,1851437
Edo,Penthouse,4,1,2,2635744
Kogi,Apartment,4,2,3,1307166
Akwa Ibom,Apartment,5,2,3,2163472
Osun,Apartment,7,1,5,1994716
Akwa Ibom,Mansion,1,1,4,3261567
Taraba,Flat,8,2,3,2168548
Cross River,Flat,3,1,4,1637090
Kano,Bungalow,2,3,1,1022175
Taraba,Penthouse,2,6,3,1610574
Delta,Townhouse,5,2,4,2394902
Gombe,Penthouse,2,2,5,1798847
Ekiti,Cottage,5,1,4,1658750
Bauchi,Townhouse,8,6,6,2532834
Osun,Detached duplex,2,2,6,1574372
Abia,Semi-detached duplex,2,2,1,1385142
Benue,Apartment,3,7,6,1316050
Kano,Bungalow,3,1,2,1221122
Cross River,Detached duplex,7,4,4,3558388
Katsina,Apartment,1,2,3,904141
Kogi,Flat,4,3,5,1386334
Oyo,Townhouse,4,1,2,1882775
Katsina,Terrace duplex,7,3,5,2259966
Cross River,Penthouse,7,7,3,3857283
Benue,Townhouse,4,2,2,1617322
Cross River,Bungalow,3,1,4,1699370
Kogi,Penthouse,2,7,5,2112842
Enugu,Penthouse,8,2,1,3622956
Katsina,Townhouse,8,4,2,2623375
Ebonyi,Mansion,1,5,4,2071016
Plateau,Bungalow,8,5,6,2432267
Kwara,Detached duplex,4,2,4,1843508
Osun,Cottage,4,2,3,1304783
Kaduna,Townhouse,1,1,5,1289826
Benue,Mansion,6,6,3,3964144
Adamawa,Detached duplex,2,5,3,1585655
Bayelsa,Apartment,4,2,2,2028415
Enugu,Terrace duplex,2,1,6,1568694
Borno,Semi-detached duplex,3,1,6,1467458
Oyo,Penthouse,7,3,1,3258623
Imo,Semi-detached duplex,9,7,3,3272924
Jigawa,Mansion,9,4,6,4719322
Delta,Flat,5,2,2,2381424
Imo,Flat,3,1,4,1419401
Bauchi,Semi-detached duplex,4,1,2,1363987
Edo,Semi-detached duplex,4,1,3,1816486
Edo,Terrace duplex,3,2,4,1633502
Cross River,Detached duplex,3,1,6,2249155
Kebbi,Townhouse,7,6,6,2468825
Anambra,Bungalow,4,2,1,1609960
Kwara,Townhouse,4,1,2,1662860
Bauchi,Townhouse,9,3,1,2520353
Imo,Detached duplex,2,2,3,1609995
Ebonyi,Terrace duplex,5,1,4,1540299
Abia,Detached duplex,4,1,2,1585393
Anambra,Mansion,4,1,1,2786937
Osun,Detached duplex,3,7,5,2086380
Zamfara,Detached duplex,2,2,3,1246248
Oyo,Bungalow,4,7,5,1724142
Plateau,Detached duplex,7,4,3,2656349
Nasarawa,Penthouse,8,3,2,3375212
Zamfara,Semi-detached duplex,3,2,4,1244159
Plateau,Mansion,3,2,1,3083704
Edo,Penthouse,9,6,3,4179991
Ekiti,Apartment,9,2,2,2561452
Gombe,Mansion,7,5,6,3922973
Ekiti,Flat,1,1,4,1002593
Edo,Mansion,9,4,4,4993292
Niger,Detached duplex,7,3,1,2179225
Oyo,Flat,5,1,2,1681996
Sokoto,Flat,2,5,6,1200913
Zamfara,Detached duplex,4,1,3,1450246
Bayelsa,Bungalow,5,5,4,3178620
Lagos,Mansion,2,2,4,7095064
Borno,Penthouse,5,1,2,2135992
Kano,Bungalow,2,1,3,1222464
Zamfara,Flat,1,1,4,965273
Benue,Detached duplex,1,6,1,1475702
Kano,Penthouse,3,6,1,2089651
Zamfara,Detached duplex,5,1,1,1703570
Ebonyi,Mansion,5,3,4,2899451
Osun,Apartment,5,1,3,1612056
Rivers,Penthouse,1,6,1,2447983
Jigawa,Bungalow,9,6,3,2258974
Bayelsa,Townhouse,1,1,1,1895417
Bauchi,Terrace duplex,1,1,2,872180
Ondo,Terrace duplex,6,7,5,2724805
Katsina,Mansion,4,2,1,3002076
Kaduna,Townhouse,4,2,2,1730521
Bayelsa,Bungalow,3,6,4,2437313
Benue,Detached duplex,3,1,2,1717418
Kwara,Penthouse,4,5,4,2290837
Abia,Penthouse,8,3,5,2828917
Kebbi,Terrace duplex,1,2,2,828008
Plateau,Terrace duplex,2,1,1,1263095
Plateau,Flat,5,2,3,1666546
Osun,Semi-detached duplex,2,1,1,1212172
Katsina,Apartment,1,2,4,791449
Zamfara,Detached duplex,6,7,2,2541441
Akwa Ibom,Townhouse,9,5,6,3579328
Osun,Penthouse,4,1,4,2196470
Adamawa,Bungalow,1,1,3,902215
Kaduna,Apartment,9,5,3,2394137
Cross River,Terrace duplex,1,1,4,1507783
Kano,Detached duplex,6,1,2,2715297
Osun,Townhouse,5,7,1,2143404
Bauchi,Terrace duplex,9,7,5,3315158
Rivers,Townhouse,7,7,5,3429371
Sokoto,Semi-detached duplex,5,6,2,1638749
Cross River,Flat,2,2,4,1660849
Kano,Townhouse,5,2,1,1802295
Taraba,Terrace duplex,3,2,4,1329452
Ebonyi,Terrace duplex,2,1,1,978407
Plateau,Detached duplex,7,5,4,2821051
Zamfara,Apartment,2,1,1,1039135
Ekiti,Flat,1,1,2,1037597
Delta,Apartment,8,6,3,2596245
Kwara,Detached duplex,2,1,1,1525014
Enugu,Mansion,2,2,4,2587935
Ondo,Semi-detached duplex,1,2,6,1405951
Rivers,Flat,3,6,2,2011184
Anambra,Mansion,4,5,3,3936580
Sokoto,Bungalow,9,1,1,2273101
Anambra,Flat,4,2,2,1641141
Rivers,Cottage,1,1,4,1715661
Jigawa,Detached duplex,4,6,5,1869070
Kogi,Apartment,3,1,3,1001252
Lagos,Semi-detached duplex,2,7,6,3192877
Taraba,Bungalow,7,1,2,2043072
Sokoto,Townhouse,9,2,5,2711168
Gombe,Terrace duplex,5,1,1,1322978
Yobe,Townhouse,2,1,3,1111687
Benue,Cottage,3,1,1,1227405
Kano,Detached duplex,5,7,6,2354462
Bayelsa,Semi-detached duplex,1,4,5,2298366
Borno,Terrace duplex,7,4,4,2005350
Taraba,Townhouse,4,3,4,1838871
Akwa Ibom,Mansion,4,2,2,4045374
Kaduna,Townhouse,1,4,5,1226454
Ogun,Penthouse,7,6,5,4357307
Bauchi,Penthouse,2,2,2,1601426
Niger,Terrace duplex,2,2,4,1200623
Rivers,Detached duplex,8,2,6,5001697
Kwara,Detached duplex,8,4,4,2810299
Bauchi,Flat,6,1,1,2077958
Adamawa,Apartment,9,4,5,2795902
Ondo,Bungalow,2,3,4,1460415
Borno,Semi-detached duplex,8,3,5,2571929
Ebonyi,Detached duplex,6,7,4,2413674
Akwa Ibom,Penthouse,4,4,2,3206302
Ekiti,Flat,9,1,1,2630947
Zamfara,Apartment,3,1,2,1237256
Borno,Townhouse,1,5,4,1058298
Gombe,Bungalow,9,2,4,2564454
Nasarawa,Detached duplex,5,1,1,2319471
Gombe,Mansion,2,6,1,2550837
Oyo,Semi-detached duplex,2,5,5,1655267
Kaduna,Penthouse,2,1,5,1635734
Enugu,Townhouse,4,2,1,1971811
Lagos,Penthouse,2,7,1,4423046
Ogun,Townhouse,8,3,3,3301046
Gombe,Detached duplex,5,3,3,1927629
Borno,Detached duplex,4,1,1,1448444
Yobe,Terrace duplex,9,3,5,2930646
Kogi,Mansion,2,1,3,2006439
Jigawa,Semi-detached duplex,3,4,5,1415437
Kogi,Bungalow,3,4,5,1622950
Zamfara,Terrace duplex,1,1,3,994001
Edo,Flat,3,6,3,1790666
Ekiti,Townhouse,4,3,1,1913450
Akwa Ibom,Apartment,7,2,6,2430288
Cross River,Bungalow,5,2,2,2165265
Borno,Apartment,1,2,1,992787
Nasarawa,Townhouse,1,6,1,1453108
Benue,Townhouse,7,3,6,2388500
Zamfara,Detached duplex,5,4,6,2039878
Taraba,Penthouse,9,7,3,3341037
Anambra,Mansion,4,2,3,3479391
Edo,Detached duplex,3,1,6,2308391
Lagos,Townhouse,5,6,1,3363044
Taraba,Apartment,1,2,2,829032
Bauchi,Terrace duplex,4,2,2,1334327
Adamawa,Bungalow,6,4,5,1764935
Katsina,Mansion,3,2,4,2589764
Bayelsa,Penthouse,6,4,4,4185326
Ogun,Mansion,1,7,3,2873530
Imo,Apartment,8,5,5,2301998
Katsina,Townhouse,1,1,3,1153351
Kwara,Semi-detached duplex,6,4,1,2028857
Lagos,Terrace duplex,5,1,4,3443125
Kogi,Penthouse,2,7,1,1920446
Borno,Detached duplex,2,2,4,1426981
Akwa Ibom,Semi-detached duplex,6,1,6,3333264
Edo,Terrace duplex,5,7,2,2251249
Gombe,Townhouse,3,4,4,1644389
Yobe,Detached duplex,5,1,3,1931504
Ogun,Bungalow,1,1,2,1313697
Sokoto,Semi-detached duplex,3,3,1,1309222
Nasarawa,Bungalow,9,2,6,2697859
Kano,Detached duplex,4,1,1,1828761
Kano,Penthouse,1,2,4,1808912
Adamawa,Bungalow,2,1,4,1077433
Sokoto,Terrace duplex,3,2,3,1234325
Rivers,Terrace duplex,4,1,6,2807799
Bauchi,Townhouse,3,1,2,1663515
Kebbi,Flat,4,1,4,937301
Benue,Cottage,4,1,3,1302394
Zamfara,Apartment,5,4,6,1525690
Abia,Detached duplex,2,3,3,1481324
Ondo,Detached duplex,4,4,3,2366443
Edo,Mansion,8,7,4,4545671
Bayelsa,Apartment,3,1,2,1805119
Enugu,Townhouse,5,1,4,2051654
Abia,Mansion,8,4,2,4207922
Imo,Detached duplex,8,5,2,3016229
Jigawa,Flat,3,6,1,1186255
Ebonyi,Semi-detached duplex,2,4,3,1254114
Anambra,Detached duplex,5,2,3,2408741
Enugu,Detached duplex,1,2,3,1509393
Akwa Ibom,Penthouse,7,2,6,4013982
Niger,Apartment,4,1,1,1169728
Kebbi,Mansion,3,1,4,1744845
Delta,Flat,6,4,6,2916709
Sokoto,Townhouse,1,5,6,1011514
